codigoMesa;idUbigeo;dep;gap_t_c_s;jpp_votos;rla_votos;total_valid;jpp_pct;ganador
085714;920202;92;150898.0;5;13;118;4.237;VOTOS EN BLANCO
020438;90312;09;150809.0;16;14;50;32.0;VOTOS EN BLANCO
086159;921006;92;148167.0;5;16;153;3.268;VOTOS EN BLANCO
086661;921325;92;144832.0;2;7;72;2.778;FUERZA POPULAR
067231;150701;15;138158.0;34;0;116;29.31;JUNTOS POR EL PERÚ
086355;921315;92;134174.0;2;2;71;2.817;RENOVACIÓN POPULAR
065835;150112;15;130726.0;8;7;163;4.908;FUERZA POPULAR
002323;21009;02;129974.0;38;11;81;46.914;JUNTOS POR EL PERÚ
003528;21309;02;126822.0;7;15;215;3.256;FUERZA POPULAR
049744;140126;14;122153.0;5;21;197;2.538;PARTIDO DEL BUEN GOBIERNO
072947;190601;19;121776.0;6;13;185;3.243;FUERZA POPULAR
003073;21303;02;120121.0;38;14;108;35.185;JUNTOS POR EL PERÚ
087040;922101;92;116628.0;0;9;145;0.0;RENOVACIÓN POPULAR
086673;921325;92;115895.0;1;4;63;1.587;RENOVACIÓN POPULAR
071362;190202;19;115712.0;9;5;31;29.032;VOTOS EN BLANCO
020759;90601;09;113756.0;12;23;144;8.333;VOTOS EN BLANCO
045732;140116;14;113165.0;18;25;159;11.321;FUERZA POPULAR
086946;921373;92;112897.0;0;7;105;0.0;RENOVACIÓN POPULAR
087648;940918;94;112030.0;4;12;147;2.721;FUERZA POPULAR
044749;140113;14;111277.0;6;29;210;2.857;FUERZA POPULAR
086470;921317;92;111229.0;1;2;90;1.111;RENOVACIÓN POPULAR
087016;921385;92;110708.0;2;11;91;2.198;RENOVACIÓN POPULAR
044738;140113;14;110168.0;7;21;213;3.286;FUERZA POPULAR
045572;140116;14;109364.0;16;31;209;7.656;FUERZA POPULAR
087558;940910;94;106669.0;8;32;192;4.167;VOTOS EN BLANCO
085858;920505;92;103765.0;0;2;85;0.0;VOTOS EN BLANCO
087733;941204;94;102156.0;0;12;138;0.0;RENOVACIÓN POPULAR
087175;930726;93;101994.0;0;2;104;0.0;FUERZA POPULAR
025429;110132;11;100692.0;23;32;207;11.111;PARTIDO CÍVICO OBRAS
086982;921381;92;100340.0;1;18;106;0.943;RENOVACIÓN POPULAR
087009;921385;92;98585.0;0;9;114;0.0;RENOVACIÓN POPULAR
086758;921331;92;98347.0;0;4;94;0.0;RENOVACIÓN POPULAR
086974;921381;92;98161.0;1;8;96;1.042;RENOVACIÓN POPULAR
086310;921304;92;94458.0;1;2;47;2.128;RENOVACIÓN POPULAR
086447;921317;92;93086.0;0;5;90;0.0;RENOVACIÓN POPULAR
024944;110113;11;92158.0;14;25;224;6.25;PARTIDO PAÍS PARA TODOS
067309;150704;15;91255.0;37;6;106;34.906;JUNTOS POR EL PERÚ
085983;921001;92;91189.0;8;19;141;5.674;VOTOS EN BLANCO
067245;150701;15;91056.0;42;6;103;40.777;JUNTOS POR EL PERÚ
087189;931001;93;91046.0;0;2;33;0.0;RENOVACIÓN POPULAR
067246;150701;15;90811.0;42;2;134;31.343;JUNTOS POR EL PERÚ
086564;921319;92;90444.0;0;1;73;0.0;RENOVACIÓN POPULAR
066611;150301;15;89987.0;3;11;129;2.326;VOTOS EN BLANCO
087427;940910;94;89703.0;5;12;172;2.907;RENOVACIÓN POPULAR
087521;940910;94;88543.0;2;12;149;1.342;RENOVACIÓN POPULAR
086807;921335;92;88210.0;4;4;71;5.634;RENOVACIÓN POPULAR
071417;190204;19;88003.0;29;15;98;29.592;VOTOS EN BLANCO
044720;140113;14;86291.0;12;22;176;6.818;FUERZA POPULAR
085903;920601;92;85984.0;5;15;164;3.049;RENOVACIÓN POPULAR
066285;150201;15;85716.0;14;8;157;8.917;VOTOS EN BLANCO
044694;140113;14;85388.0;12;34;209;5.742;FUERZA POPULAR
087608;940910;94;84094.0;11;23;180;6.111;RENOVACIÓN POPULAR
022449;100109;10;83311.0;33;38;218;15.138;PARTIDO CÍVICO OBRAS
045642;140116;14;83136.0;18;30;190;9.474;PARTIDO CÍVICO OBRAS
086337;921313;92;82150.0;0;4;114;0.0;RENOVACIÓN POPULAR
087378;940903;94;81908.0;2;13;118;1.695;VOTOS EN BLANCO
087584;940910;94;81853.0;5;11;144;3.472;PARTIDO PAÍS PARA TODOS
045633;140116;14;81656.0;16;22;171;9.357;PARTIDO DEL BUEN GOBIERNO
085978;921001;92;81574.0;18;24;154;11.688;VOTOS EN BLANCO
086829;921335;92;81208.0;3;10;75;4.0;RENOVACIÓN POPULAR
086496;921317;92;80891.0;0;1;75;0.0;RENOVACIÓN POPULAR
086508;921317;92;80879.0;2;4;98;2.041;RENOVACIÓN POPULAR
086906;921335;92;80743.0;1;1;48;2.083;VOTOS EN BLANCO
087182;930731;93;80722.0;0;4;125;0.0;FUERZA POPULAR
087502;940910;94;80650.0;10;14;166;6.024;VOTOS EN BLANCO
086804;921335;92;80184.0;0;0;11;0.0;RENOVACIÓN POPULAR
065865;150112;15;78694.0;13;6;164;7.927;FUERZA POPULAR
086533;921319;92;78039.0;0;3;60;0.0;RENOVACIÓN POPULAR
086815;921335;92;76858.0;1;4;77;1.299;FUERZA POPULAR
045630;140116;14;76780.0;21;18;173;12.139;PARTIDO DEL BUEN GOBIERNO
054940;140136;14;76400.0;9;9;245;3.673;PARTIDO DEL BUEN GOBIERNO
086531;921319;92;76386.0;4;6;58;6.897;RENOVACIÓN POPULAR
070904;190115;19;76262.0;9;16;219;4.11;FUERZA POPULAR
086667;921325;92;74470.0;1;6;68;1.471;RENOVACIÓN POPULAR
023335;100301;10;74307.0;7;23;182;3.846;FUERZA POPULAR
065000;150101;15;74104.0;7;4;179;3.911;FUERZA POPULAR
014718;61304;06;73843.0;65;21;145;44.828;JUNTOS POR EL PERÚ
071655;190302;19;73577.0;40;11;131;30.534;JUNTOS POR EL PERÚ
058771;140138;14;73109.0;0;0;0;0;FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ
058773;140138;14;72955.0;0;0;0;0;SALVEMOS AL PERÚ
055642;140136;14;71765.0;7;11;154;4.545;FUERZA POPULAR
086125;921006;92;71311.0;7;14;125;5.6;VOTOS EN BLANCO
044742;140113;14;71247.0;15;18;208;7.212;FUERZA POPULAR
087655;940918;94;70028.0;4;0;140;2.857;FUERZA POPULAR
086287;921304;92;69988.0;0;4;49;0.0;RENOVACIÓN POPULAR
020726;90601;09;69724.0;12;21;123;9.756;VOTOS EN BLANCO
087652;940918;94;69579.0;3;18;151;1.987;RENOVACIÓN POPULAR
029244;120110;12;69223.0;10;10;195;5.128;FUERZA POPULAR
087651;940918;94;69202.0;0;20;154;0.0;RENOVACIÓN POPULAR
086302;921304;92;69047.0;1;2;51;1.961;RENOVACIÓN POPULAR
059100;140140;14;69045.0;3;8;215;1.395;RENOVACIÓN POPULAR
086560;921319;92;68930.0;1;5;68;1.471;RENOVACIÓN POPULAR
074292;200101;20;68643.0;23;25;227;10.132;AHORA NACIÓN - AN
075500;200509;20;68627.0;86;25;176;48.864;JUNTOS POR EL PERÚ
044673;140113;14;68413.0;12;13;201;5.97;PARTIDO DEL BUEN GOBIERNO
030189;120112;12;68183.0;2;19;213;0.939;FUERZA POPULAR
086283;921304;92;68123.0;0;3;34;0.0;RENOVACIÓN POPULAR
029981;120111;12;68110.0;6;13;220;2.727;FUERZA POPULAR
085273;250203;25;68013.0;69;12;140;49.286;JUNTOS POR EL PERÚ
086849;921335;92;67759.0;0;9;68;0.0;RENOVACIÓN POPULAR
086879;921335;92;67015.0;2;2;71;2.817;RENOVACIÓN POPULAR
009149;40512;04;65830.0;26;11;217;11.982;FUERZA POPULAR
037046;140102;14;65205.0;7;11;151;4.636;FUERZA POPULAR
067015;150503;15;64915.0;10;3;64;15.625;VOTOS EN BLANCO
023732;100404;10;64817.0;43;28;220;19.545;JUNTOS POR EL PERÚ
087780;941703;94;64103.0;8;36;188;4.255;PARTIDO CÍVICO OBRAS
023574;100401;10;64041.0;5;21;174;2.874;VOTOS EN BLANCO
055626;140136;14;63934.0;9;21;166;5.422;PARTIDO PAÍS PARA TODOS
047098;140121;14;63881.0;6;13;200;3.0;PARTIDO DEL BUEN GOBIERNO
029368;120110;12;63398.0;7;8;197;3.553;FUERZA POPULAR
088008;942601;94;63387.0;0;6;31;0.0;PARTIDO CÍVICO OBRAS
044744;140113;14;63275.0;13;28;199;6.533;FUERZA POPULAR
086905;921335;92;63266.0;3;9;61;4.918;VOTOS NULOS
073636;190701;19;63238.0;4;9;181;2.21;FUERZA POPULAR
085937;920604;92;63104.0;0;5;150;0.0;RENOVACIÓN POPULAR
029468;120110;12;62980.0;10;17;207;4.831;FUERZA POPULAR
086505;921317;92;62608.0;0;5;91;0.0;RENOVACIÓN POPULAR
086536;921319;92;62444.0;3;5;72;4.167;RENOVACIÓN POPULAR
085272;250203;25;62412.0;42;11;127;33.071;VOTOS EN BLANCO
086816;921335;92;62154.0;3;8;83;3.614;RENOVACIÓN POPULAR
012482;60408;06;61964.0;37;14;166;22.289;JUNTOS POR EL PERÚ
020327;90202;09;61730.0;46;22;114;40.351;JUNTOS POR EL PERÚ
029860;120111;12;61667.0;7;10;179;3.911;VOTOS EN BLANCO
086840;921335;92;61549.0;0;1;81;0.0;PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ
086904;921335;92;61006.0;0;5;61;0.0;RENOVACIÓN POPULAR
073203;190602;19;60258.0;4;10;182;2.198;FUERZA POPULAR
087025;921902;92;60048.0;0;5;111;0.0;RENOVACIÓN POPULAR
014707;61302;06;59430.0;59;17;134;44.03;JUNTOS POR EL PERÚ
085516;250401;25;58856.0;36;1;109;33.028;FUERZA POPULAR
058797;140138;14;58744.0;3;24;185;1.622;RENOVACIÓN POPULAR
013025;60604;06;58574.0;118;28;184;64.13;JUNTOS POR EL PERÚ
058741;140138;14;58564.0;6;14;210;2.857;RENOVACIÓN POPULAR
058802;140138;14;58562.0;5;23;232;2.155;RENOVACIÓN POPULAR
009089;40501;04;57982.0;20;27;187;10.695;PARTIDO DEL BUEN GOBIERNO
003335;21309;02;57468.0;9;21;215;4.186;PARTIDO DEL BUEN GOBIERNO
085913;920601;92;57157.0;1;6;145;0.69;RENOVACIÓN POPULAR
020505;90323;09;56769.0;29;6;104;27.885;VOTOS EN BLANCO
018792;80202;08;56170.0;53;20;91;58.242;JUNTOS POR EL PERÚ
087752;941701;94;56163.0;5;17;143;3.497;VOTOS EN BLANCO
065682;150111;15;56122.0;1;12;129;0.775;FUERZA POPULAR
065684;150111;15;56071.0;3;10;121;2.479;FUERZA POPULAR
029473;120110;12;55793.0;13;24;220;5.909;FUERZA POPULAR
086898;921335;92;55001.0;0;6;72;0.0;RENOVACIÓN POPULAR
065355;150101;15;54679.0;4;11;167;2.395;FUERZA POPULAR
086915;921335;92;54558.0;1;4;61;1.639;RENOVACIÓN POPULAR
071766;190306;19;54433.0;73;9;150;48.667;JUNTOS POR EL PERÚ
085851;920502;92;54213.0;1;6;59;1.695;RENOVACIÓN POPULAR
000867;10701;01;54146.0;45;23;152;29.605;JUNTOS POR EL PERÚ
030098;120112;12;53776.0;5;19;203;2.463;FUERZA POPULAR
029289;120110;12;53560.0;11;10;188;5.851;FUERZA POPULAR
086910;921335;92;53236.0;1;7;89;1.124;RENOVACIÓN POPULAR
086215;921006;92;52502.0;7;17;125;5.6;VOTOS EN BLANCO
019906;90108;09;52417.0;61;21;142;42.958;JUNTOS POR EL PERÚ
040673;140106;14;52052.0;3;23;203;1.478;FUERZA POPULAR
030166;120112;12;51950.0;6;18;227;2.643;FUERZA POPULAR
021853;100101;10;51784.0;12;23;213;5.634;PARTIDO DEL BUEN GOBIERNO
067304;150704;15;51600.0;47;4;134;35.075;JUNTOS POR EL PERÚ
066718;150304;15;51439.0;10;1;74;13.514;FUERZA POPULAR
014937;70101;07;51347.0;12;30;197;6.091;AHORA NACIÓN - AN
020262;90113;09;51281.0;91;21;165;55.152;JUNTOS POR EL PERÚ
029459;120110;12;51208.0;20;13;200;10.0;VOTOS EN BLANCO
023896;100408;10;51203.0;14;20;193;7.254;FUERZA POPULAR
022881;100202;10;50508.0;60;20;150;40.0;JUNTOS POR EL PERÚ
085896;920601;92;50219.0;0;7;154;0.0;RENOVACIÓN POPULAR
086432;921317;92;49963.0;0;1;83;0.0;RENOVACIÓN POPULAR
064980;150101;15;49640.0;1;7;174;0.575;FUERZA POPULAR
019903;90108;09;49574.0;42;30;136;30.882;JUNTOS POR EL PERÚ
086839;921335;92;49459.0;1;6;72;1.389;RENOVACIÓN POPULAR
003646;21309;02;49347.0;17;24;211;8.057;PARTIDO PAÍS PARA TODOS
086690;921325;92;49153.0;2;5;77;2.597;RENOVACIÓN POPULAR
029451;120110;12;48773.0;10;15;208;4.808;FUERZA POPULAR
019795;90103;09;48725.0;69;10;107;64.486;JUNTOS POR EL PERÚ
032065;120902;12;48663.0;51;8;145;35.172;VOTOS EN BLANCO
020324;90202;09;48298.0;36;13;99;36.364;JUNTOS POR EL PERÚ
086242;921007;92;47581.0;3;11;84;3.571;VOTOS EN BLANCO
018164;71210;07;47231.0;89;44;164;54.268;JUNTOS POR EL PERÚ
087024;921902;92;47008.0;0;6;117;0.0;RENOVACIÓN POPULAR
087028;921902;92;46925.0;0;12;102;0.0;RENOVACIÓN POPULAR
020257;90113;09;46797.0;85;12;158;53.797;JUNTOS POR EL PERÚ
038965;140104;14;46329.0;3;7;193;1.554;RENOVACIÓN POPULAR
086838;921335;92;45951.0;0;5;68;0.0;RENOVACIÓN POPULAR
006983;40109;04;45923.0;13;26;233;5.579;PARTIDO DEL BUEN GOBIERNO
019902;90108;09;45620.0;77;16;132;58.333;JUNTOS POR EL PERÚ
008624;40220;04;45429.0;47;35;214;21.963;JUNTOS POR EL PERÚ
019816;90104;09;44897.0;77;18;126;61.111;JUNTOS POR EL PERÚ
085220;250201;25;44809.0;42;23;139;30.216;VOTOS EN BLANCO
022700;100201;10;44755.0;9;10;184;4.891;VOTOS EN BLANCO
017405;70903;07;44344.0;46;32;166;27.711;JUNTOS POR EL PERÚ
019955;90110;09;44277.0;22;27;175;12.571;FUERZA POPULAR
020369;90205;09;43971.0;38;23;148;25.676;VOTOS EN BLANCO
009515;50101;05;43607.0;42;25;207;20.29;AHORA NACIÓN - AN
019791;90103;09;43579.0;65;18;109;59.633;JUNTOS POR EL PERÚ
079062;210801;21;43084.0;22;9;118;18.644;VOTOS EN BLANCO
079236;210805;21;43059.0;34;32;141;24.113;JUNTOS POR EL PERÚ
019728;90102;09;42904.0;36;25;126;28.571;VOTOS EN BLANCO
019779;90103;09;42801.0;82;25;135;60.741;JUNTOS POR EL PERÚ
086305;921304;92;42794.0;0;2;38;0.0;RENOVACIÓN POPULAR
010137;50116;05;42777.0;39;40;219;17.808;PARTIDO CÍVICO OBRAS
010135;50116;05;42489.0;47;36;214;21.963;JUNTOS POR EL PERÚ
010104;50115;05;42151.0;32;28;194;16.495;AHORA NACIÓN - AN
012497;60409;06;41860.0;58;10;112;51.786;JUNTOS POR EL PERÚ
086000;921005;92;41651.0;10;25;174;5.747;VOTOS NULOS
066717;150304;15;41614.0;10;2;68;14.706;FUERZA POPULAR
067192;150604;15;41447.0;8;0;76;10.526;VOTOS EN BLANCO
020380;90207;09;40993.0;70;22;146;47.945;JUNTOS POR EL PERÚ
086850;921335;92;40990.0;3;3;70;4.286;VOTOS EN BLANCO
019788;90103;09;40020.0;76;17;135;56.296;JUNTOS POR EL PERÚ
032727;130101;13;39866.0;8;14;213;3.756;FUERZA POPULAR
021227;90706;09;39613.0;56;30;111;50.45;JUNTOS POR EL PERÚ
010049;50114;05;39497.0;37;27;175;21.143;VOTOS EN BLANCO
020109;90110;09;39391.0;23;22;199;11.558;PARTIDO DEL BUEN GOBIERNO
055009;140136;14;39340.0;13;12;212;6.132;PARTIDO DEL BUEN GOBIERNO
010016;50112;05;39085.0;52;22;156;33.333;JUNTOS POR EL PERÚ
003173;21307;02;38846.0;11;14;177;6.215;FUERZA POPULAR
066708;150304;15;38660.0;13;4;79;16.456;FUERZA POPULAR
021214;90706;09;38552.0;101;41;170;59.412;JUNTOS POR EL PERÚ
019758;90102;09;38513.0;46;19;174;26.437;FUERZA POPULAR
021221;90706;09;38290.0;81;29;139;58.273;JUNTOS POR EL PERÚ
006196;40103;04;37813.0;32;20;225;14.222;JUNTOS POR EL PERÚ
034573;130115;13;37792.0;11;18;180;6.111;FUERZA POPULAR
021168;90702;09;37562.0;35;36;109;32.11;PARTIDO CÍVICO OBRAS
010010;50112;05;37421.0;46;7;110;41.818;JUNTOS POR EL PERÚ
086670;921325;92;37294.0;2;2;68;2.941;RENOVACIÓN POPULAR
071926;190401;19;37147.0;11;9;166;6.627;FUERZA POPULAR
019949;90110;09;37097.0;28;29;166;16.867;VOTOS EN BLANCO
018149;71210;07;37041.0;128;30;200;64.0;JUNTOS POR EL PERÚ
048463;140126;14;36171.0;3;17;212;1.415;RENOVACIÓN POPULAR
031877;120808;12;35819.0;6;19;181;3.315;FUERZA POPULAR
044609;140113;14;35787.0;6;19;217;2.765;PARTIDO DEL BUEN GOBIERNO
071768;190306;19;34965.0;50;15;146;34.247;JUNTOS POR EL PERÚ
002832;21301;02;34938.0;13;10;166;7.831;VOTOS NULOS
044599;140113;14;34629.0;7;18;224;3.125;FUERZA POPULAR
086672;921325;92;34152.0;0;8;71;0.0;FUERZA POPULAR
021185;90704;09;34071.0;65;20;116;56.034;JUNTOS POR EL PERÚ
066713;150304;15;33867.0;15;1;69;21.739;VOTOS EN BLANCO
086189;921006;92;33545.0;4;21;174;2.299;FUERZA POPULAR
086668;921325;92;33435.0;2;5;62;3.226;RENOVACIÓN POPULAR
086153;921006;92;33414.0;4;11;129;3.101;VOTOS EN BLANCO
003277;21309;02;33001.0;11;9;134;8.209;FUERZA POPULAR
029814;120111;12;32998.0;7;7;181;3.867;FUERZA POPULAR
028132;120101;12;32896.0;0;16;216;0.0;PARTIDO DEL BUEN GOBIERNO
048189;140126;14;32863.0;15;16;225;6.667;FUERZA POPULAR
021159;90702;09;32025.0;52;28;154;33.766;JUNTOS POR EL PERÚ
086674;921325;92;31934.0;7;9;62;11.29;VOTOS EN BLANCO
086669;921325;92;31898.0;1;4;82;1.22;RENOVACIÓN POPULAR
079952;220111;22;31726.0;32;48;224;14.286;PARTIDO CÍVICO OBRAS
065628;150111;15;31259.0;5;7;157;3.185;FUERZA POPULAR
086017;921005;92;31240.0;12;31;189;6.349;VOTOS EN BLANCO
030761;120401;12;31106.0;39;14;153;25.49;VOTOS EN BLANCO
020519;90401;09;30875.0;43;20;109;39.45;JUNTOS POR EL PERÚ
066857;150406;15;30765.0;12;3;139;8.633;FUERZA POPULAR
024734;110113;11;30751.0;7;19;212;3.302;AHORA NACIÓN - AN
021210;90706;09;30613.0;72;31;145;49.655;JUNTOS POR EL PERÚ
087568;940910;94;30533.0;3;21;175;1.714;RENOVACIÓN POPULAR
085565;920202;92;30318.0;5;8;109;4.587;VOTOS EN BLANCO
002423;21206;02;30275.0;23;27;114;20.175;PARTIDO CÍVICO OBRAS
065491;150106;15;30140.0;5;0;96;5.208;VOTOS EN BLANCO
087432;940910;94;30083.0;3;18;193;1.554;PARTIDO PAÍS PARA TODOS
066613;150301;15;30031.0;26;10;140;18.571;FUERZA POPULAR
024286;110101;11;29916.0;10;22;193;5.181;RENOVACIÓN POPULAR
009920;50107;05;29815.0;26;33;198;13.131;AHORA NACIÓN - AN
084766;250102;25;29752.0;21;14;175;12.0;FUERZA POPULAR
065461;150105;15;29534.0;1;7;104;0.962;FUERZA POPULAR
086207;921006;92;29468.0;4;7;114;3.509;VOTOS NULOS
035056;130202;13;29408.0;38;9;73;52.055;JUNTOS POR EL PERÚ
086403;921315;92;29327.0;0;13;92;0.0;RENOVACIÓN POPULAR
067042;150505;15;29304.0;6;1;42;14.286;FUERZA POPULAR
003159;21307;02;29292.0;14;6;108;12.963;VOTOS EN BLANCO
010119;50116;05;29284.0;28;17;164;17.073;AHORA NACIÓN - AN
002919;21301;02;29099.0;2;6;126;1.587;VOTOS EN BLANCO
066625;150301;15;28693.0;8;4;109;7.339;FUERZA POPULAR
021969;100101;10;28646.0;12;19;205;5.854;FUERZA POPULAR
066621;150301;15;28592.0;8;6;128;6.25;FUERZA POPULAR
019011;80405;08;28565.0;64;11;128;50.0;JUNTOS POR EL PERÚ
041177;140106;14;28537.0;2;17;194;1.031;PARTIDO DEL BUEN GOBIERNO
079577;220101;22;28502.0;9;18;211;4.265;RENOVACIÓN POPULAR
040565;140106;14;28484.0;8;19;200;4.0;PARTIDO PAÍS PARA TODOS
040536;140106;14;28473.0;3;20;225;1.333;PARTIDO DEL BUEN GOBIERNO
014184;61005;06;28238.0;56;10;136;41.176;JUNTOS POR EL PERÚ
032493;121202;12;28232.0;38;22;186;20.43;VOTOS EN BLANCO
041190;140106;14;28180.0;3;17;223;1.345;FUERZA POPULAR
040883;140106;14;28128.0;13;22;168;7.738;VOTOS NULOS
060580;140141;14;28064.0;7;21;201;3.483;PARTIDO DEL BUEN GOBIERNO
067138;150602;15;27893.0;3;2;78;3.846;FUERZA POPULAR
072718;190601;19;27890.0;9;9;152;5.921;VOTOS NULOS
002658;21301;02;27557.0;9;16;184;4.891;FUERZA POPULAR
029078;120107;12;27313.0;1;10;153;0.654;RENOVACIÓN POPULAR
044548;140113;14;27247.0;5;12;148;3.378;FUERZA POPULAR
073291;190604;19;27247.0;4;10;201;1.99;FUERZA POPULAR
082204;240101;24;27176.0;4;9;184;2.174;PARTIDO DEL BUEN GOBIERNO
026199;110504;11;26974.0;34;22;156;21.795;VOTOS EN BLANCO
086768;921331;92;26727.0;1;7;66;1.515;RENOVACIÓN POPULAR
069666;190101;19;26377.0;8;10;203;3.941;PARTIDO DEL BUEN GOBIERNO
034224;130112;13;26232.0;26;14;192;13.542;FUERZA POPULAR
062646;140408;14;26100.0;12;28;209;5.742;FUERZA POPULAR
086037;921006;92;25733.0;2;13;140;1.429;VOTOS EN BLANCO
080168;220113;22;25560.0;25;30;224;11.161;PARTIDO DEL BUEN GOBIERNO
086118;921006;92;25499.0;2;21;146;1.37;VOTOS EN BLANCO
079751;220101;22;25413.0;6;13;161;3.727;RENOVACIÓN POPULAR
087980;941711;94;25368.0;6;19;225;2.667;RENOVACIÓN POPULAR
065481;150106;15;25281.0;5;0;99;5.051;VOTOS EN BLANCO
085656;920202;92;25095.0;1;14;81;1.235;VOTOS EN BLANCO
021756;100101;10;24964.0;6;14;171;3.509;FUERZA POPULAR
067423;160101;16;24942.0;38;23;176;21.591;VOTOS EN BLANCO
085619;920202;92;24910.0;5;6;152;3.289;RENOVACIÓN POPULAR
059253;140140;14;24874.0;3;7;153;1.961;RENOVACIÓN POPULAR
033049;130101;13;24815.0;17;13;198;8.586;FUERZA POPULAR
022547;100110;10;24770.0;21;27;214;9.813;PARTIDO PAÍS PARA TODOS
003165;21307;02;24652.0;20;8;156;12.821;VOTOS NULOS
085794;920205;92;24577.0;3;16;149;2.013;VOTOS EN BLANCO
023307;100301;10;24515.0;3;11;131;2.29;FUERZA POPULAR
008587;40219;04;24485.0;38;38;176;21.591;JUNTOS POR EL PERÚ
007582;40123;04;24475.0;2;9;245;0.816;RENOVACIÓN POPULAR
078436;210601;21;24419.0;3;18;185;1.622;FUERZA POPULAR
032613;130101;13;24308.0;17;8;167;10.18;FUERZA POPULAR
086033;921006;92;24298.0;7;15;158;4.43;VOTOS EN BLANCO
003037;21301;02;24141.0;6;17;169;3.55;PARTIDO PAÍS PARA TODOS
003148;21307;02;24100.0;13;16;147;8.844;VOTOS EN BLANCO
085539;920202;92;24050.0;1;12;97;1.031;VOTOS EN BLANCO
087171;930726;93;24010.0;0;7;89;0.0;FUERZA POPULAR
085994;921002;92;23940.0;30;35;164;18.293;VOTOS EN BLANCO
023324;100301;10;23811.0;18;13;137;13.139;FUERZA POPULAR
085700;920202;92;23695.0;6;8;132;4.545;VOTOS EN BLANCO
054910;140136;14;23612.0;6;30;212;2.83;RENOVACIÓN POPULAR
021715;100101;10;23374.0;14;14;200;7.0;FUERZA POPULAR
023937;100501;10;23268.0;53;29;209;25.359;JUNTOS POR EL PERÚ
035962;130312;13;23146.0;20;9;166;12.048;FUERZA POPULAR
086398;921315;92;23145.0;1;5;73;1.37;RENOVACIÓN POPULAR
087853;941706;94;22786.0;4;42;207;1.932;VOTOS EN BLANCO
029318;120110;12;22613.0;10;6;179;5.587;VOTOS EN BLANCO
086233;921006;92;22430.0;3;22;140;2.143;VOTOS EN BLANCO
085850;920502;92;22423.0;0;6;70;0.0;RENOVACIÓN POPULAR
049762;140126;14;22422.0;6;15;198;3.03;PARTIDO DEL BUEN GOBIERNO
033977;130112;13;22312.0;21;14;187;11.23;FUERZA POPULAR
025389;110128;11;22201.0;17;33;193;8.808;PARTIDO CÍVICO OBRAS
023180;100210;10;22028.0;20;14;228;8.772;FUERZA POPULAR
022026;100101;10;21978.0;11;19;214;5.14;RENOVACIÓN POPULAR
050354;140127;14;21814.0;1;9;195;0.513;RENOVACIÓN POPULAR
050362;140127;14;21652.0;1;7;193;0.518;RENOVACIÓN POPULAR
023333;100301;10;21605.0;10;31;189;5.291;FUERZA POPULAR
069275;190101;19;21599.0;4;5;173;2.312;FUERZA POPULAR
050358;140127;14;21520.0;4;9;186;2.151;RENOVACIÓN POPULAR
086077;921006;92;21479.0;3;8;151;1.987;FUERZA POPULAR
087620;940910;94;21406.0;5;10;166;3.012;RENOVACIÓN POPULAR
055542;140136;14;21391.0;5;20;248;2.016;PARTIDO DEL BUEN GOBIERNO
087796;941706;94;21389.0;9;24;181;4.972;VOTOS EN BLANCO
055541;140136;14;21343.0;4;20;225;1.778;PARTIDO DEL BUEN GOBIERNO
055664;140136;14;21283.0;4;17;218;1.835;RENOVACIÓN POPULAR
021213;90706;09;21177.0;97;27;152;63.816;JUNTOS POR EL PERÚ
034144;130112;13;21141.0;17;10;197;8.629;FUERZA POPULAR
019010;80405;08;21010.0;60;13;125;48.0;JUNTOS POR EL PERÚ
004621;30305;03;20924.0;71;11;132;53.788;JUNTOS POR EL PERÚ
031384;120610;12;20916.0;32;17;106;30.189;VOTOS EN BLANCO
086304;921304;92;20786.0;0;4;44;0.0;RENOVACIÓN POPULAR
071792;190307;19;20559.0;93;2;154;60.39;JUNTOS POR EL PERÚ
030803;120402;12;20478.0;64;16;145;44.138;JUNTOS POR EL PERÚ
029880;120111;12;20466.0;3;12;203;1.478;FUERZA POPULAR
087982;941711;94;20380.0;3;30;221;1.357;VOTOS EN BLANCO
023935;100501;10;20375.0;38;19;194;19.588;FUERZA POPULAR
030792;120401;12;20373.0;43;28;181;23.757;JUNTOS POR EL PERÚ
028733;120103;12;20308.0;3;22;208;1.442;FUERZA POPULAR
033889;130112;13;20198.0;16;16;183;8.743;FUERZA POPULAR
029409;120110;12;20197.0;10;11;179;5.587;PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA
087723;941108;94;19827.0;2;19;164;1.22;PARTIDO DEL BUEN GOBIERNO
003116;21305;02;19780.0;29;30;190;15.263;PARTIDO CÍVICO OBRAS
028603;120102;12;19759.0;10;23;190;5.263;FUERZA POPULAR
085927;920603;92;19678.0;0;2;150;0.0;RENOVACIÓN POPULAR
028259;120101;12;19527.0;0;14;227;0.0;PARTIDO DEL BUEN GOBIERNO
006425;40106;04;19522.0;66;49;216;30.556;JUNTOS POR EL PERÚ
049821;140126;14;19429.0;5;22;190;2.632;FUERZA POPULAR
050364;140127;14;19318.0;1;13;195;0.513;RENOVACIÓN POPULAR
087552;940910;94;19305.0;2;16;157;1.274;VOTOS EN BLANCO
