codigoMesa;idUbigeo;dep;gap_t_c_s;jpp_votos;rla_votos;total_valid;jpp_pct;ganador
049819;140126;14;19246.0;1;17;183;0.546;FUERZA POPULAR
004466;30214;03;19198.0;41;19;132;31.061;VOTOS EN BLANCO
021224;90706;09;19128.0;72;23;121;59.504;JUNTOS POR EL PERÚ
034096;130112;13;19118.0;13;19;194;6.701;FUERZA POPULAR
021639;100101;10;19114.0;8;23;191;4.188;RENOVACIÓN POPULAR
020405;90208;09;18941.0;9;27;162;5.556;VOTOS EN BLANCO
032066;120902;12;18765.0;26;15;136;19.118;VOTOS NULOS
032063;120902;12;18763.0;40;12;169;23.669;VOTOS EN BLANCO
009143;40512;04;18743.0;22;16;155;14.194;VOTOS EN BLANCO
029497;120110;12;18697.0;11;18;190;5.789;FUERZA POPULAR
043775;140111;14;18399.0;3;18;216;1.389;RENOVACIÓN POPULAR
075639;200608;20;18328.0;66;43;219;30.137;JUNTOS POR EL PERÚ
084050;250101;25;18246.0;7;8;187;3.743;FUERZA POPULAR
085487;250303;25;18245.0;5;1;42;11.905;VOTOS EN BLANCO
032069;120902;12;18219.0;25;12;125;20.0;VOTOS NULOS
087229;940245;94;18195.0;0;4;123;0.0;PARTIDO DEL BUEN GOBIERNO
028700;120103;12;18154.0;4;14;187;2.139;FUERZA POPULAR
034270;130112;13;18046.0;15;15;207;7.246;FUERZA POPULAR
031599;120802;12;17948.0;10;12;158;6.329;VOTOS EN BLANCO
032104;120903;12;17922.0;27;20;187;14.439;FUERZA POPULAR
029786;120111;12;17812.0;5;17;188;2.66;FUERZA POPULAR
087871;941706;94;17772.0;4;30;189;2.116;VOTOS EN BLANCO
048309;140126;14;17770.0;4;23;237;1.688;PARTIDO DEL BUEN GOBIERNO
076865;201005;20;17726.0;39;14;113;34.513;JUNTOS POR EL PERÚ
050406;140127;14;17712.0;1;7;211;0.474;RENOVACIÓN POPULAR
023573;100401;10;17711.0;5;19;190;2.632;FUERZA POPULAR
086920;921350;92;17573.0;0;2;57;0.0;RENOVACIÓN POPULAR
029694;120111;12;17496.0;6;17;195;3.077;FUERZA POPULAR
007474;40121;04;17442.0;13;16;229;5.677;PARTIDO DEL BUEN GOBIERNO
086479;921317;92;17418.0;0;3;78;0.0;RENOVACIÓN POPULAR
006357;40106;04;17343.0;56;39;193;29.016;JUNTOS POR EL PERÚ
087803;941706;94;17311.0;3;26;204;1.471;RENOVACIÓN POPULAR
019024;80409;08;17299.0;20;13;104;19.231;VOTOS EN BLANCO
087784;941704;94;17299.0;3;40;181;1.657;PARTIDO CÍVICO OBRAS
050189;140127;14;17247.0;3;5;215;1.395;RENOVACIÓN POPULAR
050365;140127;14;17229.0;3;8;184;1.63;RENOVACIÓN POPULAR
031381;120610;12;17184.0;45;15;110;40.909;JUNTOS POR EL PERÚ
029688;120111;12;17117.0;5;14;137;3.65;VOTOS NULOS
015917;70108;07;17074.0;5;15;224;2.232;PARTIDO DEL BUEN GOBIERNO
050182;140127;14;17064.0;0;10;199;0.0;RENOVACIÓN POPULAR
050357;140127;14;17019.0;1;3;193;0.518;RENOVACIÓN POPULAR
065395;150103;15;17000.0;15;3;118;12.712;FUERZA POPULAR
062696;140408;14;16964.0;8;26;196;4.082;FUERZA POPULAR
065394;150103;15;16931.0;7;3;119;5.882;VOTOS EN BLANCO
065391;150103;15;16923.0;4;3;89;4.494;FUERZA POPULAR
001483;20310;02;16911.0;10;18;86;11.628;VOTOS EN BLANCO
065403;150103;15;16908.0;5;1;69;7.246;VOTOS EN BLANCO
086655;921323;92;16843.0;0;4;80;0.0;RENOVACIÓN POPULAR
086232;921006;92;16727.0;2;14;150;1.333;VOTOS EN BLANCO
071049;190115;19;16686.0;14;16;229;6.114;FUERZA POPULAR
051366;140130;14;16669.0;1;9;201;0.498;RENOVACIÓN POPULAR
065393;150103;15;16663.0;11;7;139;7.914;FUERZA POPULAR
050181;140127;14;16563.0;3;7;198;1.515;RENOVACIÓN POPULAR
086131;921006;92;16407.0;8;19;144;5.556;VOTOS EN BLANCO
020390;90207;09;16228.0;84;12;150;56.0;JUNTOS POR EL PERÚ
002442;21210;02;16169.0;20;18;205;9.756;AHORA NACIÓN - AN
020386;90207;09;16147.0;55;11;119;46.218;JUNTOS POR EL PERÚ
085698;920202;92;16131.0;5;8;132;3.788;VOTOS EN BLANCO
086604;921319;92;16117.0;1;7;61;1.639;RENOVACIÓN POPULAR
050211;140127;14;16100.0;0;8;203;0.0;RENOVACIÓN POPULAR
029689;120111;12;16099.0;9;14;202;4.455;FUERZA POPULAR
085553;920202;92;16038.0;9;13;122;7.377;VOTOS EN BLANCO
028447;120101;12;15919.0;5;14;197;2.538;FUERZA POPULAR
032273;121104;12;15839.0;20;1;82;24.39;VOTOS NULOS
067125;150602;15;15821.0;4;1;69;5.797;VOTOS EN BLANCO
029577;120110;12;15814.0;9;18;198;4.545;PARTIDO DEL BUEN GOBIERNO
059000;140140;14;15744.0;4;4;194;2.062;RENOVACIÓN POPULAR
020408;90208;09;15668.0;26;24;177;14.689;FUERZA POPULAR
020331;90203;09;15629.0;24;16;82;29.268;JUNTOS POR EL PERÚ
059001;140140;14;15605.0;0;10;208;0.0;RENOVACIÓN POPULAR
021132;90701;09;15585.0;57;28;108;52.778;JUNTOS POR EL PERÚ
075889;200803;20;15527.0;35;20;125;28.0;JUNTOS POR EL PERÚ
067126;150602;15;15497.0;3;1;68;4.412;VOTOS EN BLANCO
067132;150602;15;15428.0;4;1;69;5.797;VOTOS EN BLANCO
087835;941706;94;15347.0;3;37;188;1.596;VOTOS EN BLANCO
088053;950105;95;15292.0;0;11;126;0.0;RENOVACIÓN POPULAR
086733;921331;92;15240.0;0;7;70;0.0;RENOVACIÓN POPULAR
008984;40403;04;15148.0;21;18;140;15.0;FUERZA POPULAR
030208;120112;12;15138.0;1;30;197;0.508;FUERZA POPULAR
035461;130304;13;15133.0;24;14;184;13.043;FUERZA POPULAR
046575;140119;14;14893.0;12;32;233;5.15;FUERZA POPULAR
029424;120110;12;14887.0;10;18;192;5.208;UN CAMINO DIFERENTE
029419;120110;12;14853.0;11;20;188;5.851;FUERZA POPULAR
067137;150602;15;14797.0;7;1;78;8.974;VOTOS EN BLANCO
029446;120110;12;14745.0;5;14;200;2.5;UN CAMINO DIFERENTE
087833;941706;94;14698.0;5;25;186;2.688;VOTOS EN BLANCO
067140;150602;15;14681.0;7;1;71;9.859;VOTOS EN BLANCO
033974;130112;13;14616.0;15;14;209;7.177;FUERZA POPULAR
086289;921304;92;14602.0;0;2;35;0.0;RENOVACIÓN POPULAR
028202;120101;12;14583.0;6;16;224;2.679;FUERZA POPULAR
067128;150602;15;14582.0;5;1;81;6.173;FUERZA POPULAR
029454;120110;12;14567.0;5;17;195;2.564;FUERZA POPULAR
085622;920202;92;14545.0;14;22;146;9.589;VOTOS EN BLANCO
015377;70105;07;14521.0;22;33;203;10.837;PARTIDO CÍVICO OBRAS
077027;201201;20;14489.0;68;29;203;33.498;JUNTOS POR EL PERÚ
019840;90106;09;14485.0;49;30;144;34.028;VOTOS EN BLANCO
067129;150602;15;14421.0;5;2;60;8.333;VOTOS EN BLANCO
087971;941711;94;14393.0;3;25;205;1.463;VOTOS EN BLANCO
087885;941706;94;14380.0;9;27;183;4.918;RENOVACIÓN POPULAR
021135;90701;09;14355.0;88;19;145;60.69;JUNTOS POR EL PERÚ
087512;940910;94;14210.0;1;18;139;0.719;VOTOS EN BLANCO
012340;60304;06;14187.0;70;9;108;64.815;JUNTOS POR EL PERÚ
029415;120110;12;14021.0;8;16;196;4.082;FUERZA POPULAR
033911;130112;13;14011.0;20;22;176;11.364;FUERZA POPULAR
067152;150602;15;13912.0;8;2;83;9.639;VOTOS EN BLANCO
029625;120111;12;13853.0;8;8;197;4.061;FUERZA POPULAR
059263;140140;14;13848.0;2;11;222;0.901;RENOVACIÓN POPULAR
079280;210901;21;13791.0;35;15;166;21.084;FUERZA POPULAR
077690;210305;21;13774.0;48;20;163;29.448;JUNTOS POR EL PERÚ
029621;120111;12;13688.0;8;14;210;3.81;FUERZA POPULAR
017577;70909;07;13676.0;33;43;131;25.191;PARTIDO CÍVICO OBRAS
029844;120111;12;13522.0;5;14;194;2.577;FUERZA POPULAR
087878;941706;94;13512.0;4;31;207;1.932;RENOVACIÓN POPULAR
020494;90322;09;13447.0;67;19;127;52.756;JUNTOS POR EL PERÚ
030287;120113;12;13358.0;21;17;207;10.145;UN CAMINO DIFERENTE
067149;150602;15;13332.0;5;1;87;5.747;VOTOS EN BLANCO
035521;130305;13;13302.0;23;23;178;12.921;FUERZA POPULAR
006215;40103;04;13293.0;34;48;238;14.286;PARTIDO CÍVICO OBRAS
034040;130112;13;13173.0;18;13;164;10.976;FUERZA POPULAR
005708;40102;04;13110.0;15;22;229;6.55;PARTIDO DEL BUEN GOBIERNO
004918;30501;03;13076.0;27;19;84;32.143;VOTOS EN BLANCO
002412;21203;02;13063.0;15;18;113;13.274;AHORA NACIÓN - AN
004034;21901;02;13039.0;13;27;191;6.806;FUERZA POPULAR
031892;120901;12;13037.0;17;18;198;8.586;FUERZA POPULAR
032334;121201;12;13013.0;23;10;184;12.5;FUERZA POPULAR
028297;120101;12;13000.0;3;20;222;1.351;PARTIDO DEL BUEN GOBIERNO
086040;921006;92;12960.0;4;25;155;2.581;VOTOS EN BLANCO
001196;20102;02;12958.0;18;13;155;11.613;AHORA NACIÓN - AN
022190;100104;10;12956.0;19;22;196;9.694;FUERZA POPULAR
064673;140901;14;12912.0;18;16;186;9.677;FUERZA POPULAR
011545;60101;06;12798.0;41;21;193;21.244;FUERZA POPULAR
059271;140140;14;12796.0;1;12;229;0.437;RENOVACIÓN POPULAR
001500;20320;02;12759.0;4;8;75;5.333;VOTOS EN BLANCO
080506;220406;22;12725.0;70;26;173;40.462;JUNTOS POR EL PERÚ
035674;130307;13;12707.0;40;13;188;21.277;FUERZA POPULAR
086183;921006;92;12701.0;3;21;144;2.083;VOTOS EN BLANCO
021793;100101;10;12699.0;2;10;186;1.075;RENOVACIÓN POPULAR
035707;130307;13;12697.0;24;21;181;13.26;VOTOS EN BLANCO
002411;21203;02;12692.0;19;16;116;16.379;AHORA NACIÓN - AN
020495;90322;09;12680.0;72;28;147;48.98;JUNTOS POR EL PERÚ
025513;110134;11;12633.0;29;17;202;14.356;FUERZA POPULAR
004973;30503;03;12623.0;47;22;117;40.171;JUNTOS POR EL PERÚ
010143;50116;05;12581.0;27;35;185;14.595;PARTIDO CÍVICO OBRAS
021125;90701;09;12577.0;58;33;117;49.573;JUNTOS POR EL PERÚ
086094;921006;92;12573.0;6;13;124;4.839;VOTOS EN BLANCO
001664;20501;02;12525.0;22;9;210;10.476;FUERZA POPULAR
059330;140140;14;12503.0;0;5;207;0.0;RENOVACIÓN POPULAR
087749;941701;94;12465.0;3;28;142;2.113;VOTOS EN BLANCO
002413;21203;02;12445.0;12;21;113;10.619;VOTOS EN BLANCO
008725;40220;04;12424.0;42;49;205;20.488;PARTIDO CÍVICO OBRAS
048321;140126;14;12423.0;2;10;260;0.769;RENOVACIÓN POPULAR
009109;40507;04;12305.0;26;23;167;15.569;JUNTOS POR EL PERÚ
002410;21202;02;12196.0;14;12;112;12.5;FUERZA POPULAR
017739;70917;07;12180.0;43;42;147;29.252;JUNTOS POR EL PERÚ
009700;50103;05;12149.0;30;20;158;18.987;AHORA NACIÓN - AN
001504;20321;02;12112.0;19;11;108;17.593;VOTOS EN BLANCO
086328;921313;92;12112.0;1;2;88;1.136;RENOVACIÓN POPULAR
001501;20321;02;12098.0;18;9;114;15.789;VOTOS EN BLANCO
029724;120111;12;12083.0;6;9;149;4.027;VOTOS EN BLANCO
001503;20321;02;12052.0;14;12;104;13.462;VOTOS NULOS
002809;21301;02;11973.0;10;17;170;5.882;FUERZA POPULAR
001499;20320;02;11957.0;6;4;78;7.692;AHORA NACIÓN - AN
007563;40123;04;11941.0;0;6;249;0.0;RENOVACIÓN POPULAR
031908;120901;12;11931.0;22;23;202;10.891;FUERZA POPULAR
011022;50903;05;11920.0;42;16;130;32.308;JUNTOS POR EL PERÚ
028625;120102;12;11844.0;10;8;209;4.785;FUERZA POPULAR
002804;21301;02;11831.0;7;10;125;5.6;FUERZA POPULAR
023914;100408;10;11811.0;12;15;173;6.936;FUERZA POPULAR
014526;61106;06;11802.0;55;11;101;54.455;JUNTOS POR EL PERÚ
002307;21006;02;11801.0;37;5;101;36.634;JUNTOS POR EL PERÚ
087891;941706;94;11800.0;6;29;201;2.985;VOTOS EN BLANCO
002306;21006;02;11631.0;29;4;92;31.522;VOTOS EN BLANCO
087938;941709;94;11560.0;10;27;187;5.348;VOTOS EN BLANCO
064778;140903;14;11474.0;10;13;128;7.812;FUERZA POPULAR
022458;100109;10;11452.0;27;43;239;11.297;PARTIDO CÍVICO OBRAS
066070;150113;15;11435.0;12;10;162;7.407;FUERZA POPULAR
002419;21205;02;11376.0;11;16;89;12.36;AHORA NACIÓN - AN
009828;50107;05;11330.0;44;27;204;21.569;AHORA NACIÓN - AN
066477;150202;15;11296.0;69;1;112;61.607;JUNTOS POR EL PERÚ
012182;60202;06;11247.0;27;6;52;51.923;JUNTOS POR EL PERÚ
033481;130102;13;11243.0;54;11;211;25.592;FUERZA POPULAR
002418;21205;02;11169.0;7;13;81;8.642;AHORA NACIÓN - AN
001502;20321;02;11126.0;19;20;124;15.323;AHORA NACIÓN - AN
081758;240101;24;10960.0;5;18;194;2.577;FUERZA POPULAR
024022;110101;11;10927.0;7;9;187;3.743;FUERZA POPULAR
087795;941706;94;10900.0;5;29;170;2.941;RENOVACIÓN POPULAR
007585;40123;04;10879.0;3;6;239;1.255;RENOVACIÓN POPULAR
059286;140140;14;10878.0;0;7;198;0.0;RENOVACIÓN POPULAR
036121;140101;14;10864.0;2;22;191;1.047;FUERZA POPULAR
005092;30607;03;10858.0;85;2;117;72.65;JUNTOS POR EL PERÚ
059298;140140;14;10843.0;0;7;207;0.0;RENOVACIÓN POPULAR
031712;120806;12;10841.0;6;11;158;3.797;VOTOS EN BLANCO
000450;10402;01;10828.0;54;11;126;42.857;JUNTOS POR EL PERÚ
087827;941706;94;10827.0;6;27;175;3.429;VOTOS EN BLANCO
086134;921006;92;10801.0;4;23;139;2.878;VOTOS EN BLANCO
000873;10701;01;10787.0;51;29;171;29.825;JUNTOS POR EL PERÚ
027782;120101;12;10778.0;3;6;202;1.485;RENOVACIÓN POPULAR
086665;921325;92;10692.0;0;5;51;0.0;VOTOS EN BLANCO
085911;920601;92;10658.0;0;3;143;0.0;RENOVACIÓN POPULAR
034145;130112;13;10648.0;21;19;194;10.825;FUERZA POPULAR
049745;140126;14;10635.0;4;18;195;2.051;PARTIDO DEL BUEN GOBIERNO
064623;140901;14;10630.0;15;18;197;7.614;FUERZA POPULAR
085909;920601;92;10630.0;1;4;156;0.641;RENOVACIÓN POPULAR
002408;21202;02;10582.0;5;24;94;5.319;VOTOS EN BLANCO
034794;130118;13;10564.0;21;19;190;11.053;FUERZA POPULAR
055883;140136;14;10549.0;7;18;198;3.535;RENOVACIÓN POPULAR
017653;70910;07;10502.0;46;57;172;26.744;PARTIDO CÍVICO OBRAS
054987;140136;14;10348.0;13;24;203;6.404;PARTIDO DEL BUEN GOBIERNO
031301;120605;12;10342.0;39;16;108;36.111;JUNTOS POR EL PERÚ
027977;120101;12;10278.0;3;6;202;1.485;FUERZA POPULAR
086873;921335;92;10230.0;1;0;60;1.667;FUERZA POPULAR
035770;130308;13;10215.0;35;31;164;21.341;FUERZA POPULAR
006428;40106;04;10182.0;52;45;237;21.941;JUNTOS POR EL PERÚ
054983;140136;14;10161.0;9;10;203;4.433;PARTIDO DEL BUEN GOBIERNO
031104;120506;12;10157.0;6;12;183;3.279;FUERZA POPULAR
003227;21307;02;10113.0;14;24;205;6.829;FUERZA POPULAR
020249;90113;09;10098.0;88;38;181;48.619;JUNTOS POR EL PERÚ
028741;120103;12;10098.0;5;13;195;2.564;VOTOS EN BLANCO
005096;30607;03;10095.0;88;10;133;66.165;JUNTOS POR EL PERÚ
019940;90110;09;10081.0;17;26;195;8.718;FUERZA POPULAR
054941;140136;14;10070.0;2;12;254;0.787;PARTIDO DEL BUEN GOBIERNO
002802;21301;02;10048.0;11;14;212;5.189;PARTIDO DEL BUEN GOBIERNO
049323;140126;14;10008.0;0;13;202;0.0;RENOVACIÓN POPULAR
002409;21202;02;10000.0;5;24;113;4.425;FUERZA POPULAR
019588;90101;09;9985.0;19;39;185;10.27;PARTIDO CÍVICO OBRAS
071044;190115;19;9930.0;12;8;206;5.825;FUERZA POPULAR
031299;120605;12;9912.0;39;18;111;35.135;VOTOS EN BLANCO
020921;90604;09;9910.0;18;27;168;10.714;FUERZA POPULAR
003658;21309;02;9869.0;10;16;189;5.291;FUERZA POPULAR
072809;190601;19;9860.0;6;12;172;3.488;FUERZA POPULAR
004924;30501;03;9846.0;40;15;83;48.193;VOTOS EN BLANCO
027236;110806;11;9821.0;34;0;148;22.973;FUERZA POPULAR
009419;40806;04;9816.0;37;28;101;36.634;VOTOS EN BLANCO
031885;120901;12;9816.0;18;17;185;9.73;FUERZA POPULAR
041698;140108;14;9800.0;2;17;238;0.84;PARTIDO DEL BUEN GOBIERNO
001487;20311;02;9785.0;25;14;124;20.161;JUNTOS POR EL PERÚ
009007;40407;04;9740.0;45;18;192;23.438;JUNTOS POR EL PERÚ
087586;940910;94;9740.0;5;21;184;2.717;RENOVACIÓN POPULAR
087262;940902;94;9728.0;3;20;155;1.935;VOTOS EN BLANCO
002569;21301;02;9719.0;16;17;174;9.195;VOTOS EN BLANCO
005093;30607;03;9684.0;90;6;129;69.767;JUNTOS POR EL PERÚ
087953;941710;94;9674.0;2;4;54;3.704;RENOVACIÓN POPULAR
033969;130112;13;9645.0;20;9;189;10.582;FUERZA POPULAR
034174;130112;13;9628.0;20;20;210;9.524;FUERZA POPULAR
031296;120605;12;9598.0;22;14;94;23.404;VOTOS EN BLANCO
032001;120901;12;9590.0;19;15;207;9.179;FUERZA POPULAR
028092;120101;12;9580.0;0;12;235;0.0;PARTIDO DEL BUEN GOBIERNO
032978;130101;13;9560.0;16;15;216;7.407;FUERZA POPULAR
033925;130112;13;9518.0;25;13;206;12.136;FUERZA POPULAR
067773;160203;16;9501.0;49;21;126;38.889;JUNTOS POR EL PERÚ
070129;190104;19;9433.0;16;12;195;8.205;FUERZA POPULAR
002420;21206;02;9431.0;20;16;100;20.0;FUERZA POPULAR
006961;40109;04;9369.0;5;10;235;2.128;PARTIDO DEL BUEN GOBIERNO
012339;60304;06;9366.0;71;12;106;66.981;JUNTOS POR EL PERÚ
031389;120611;12;9351.0;55;16;105;52.381;JUNTOS POR EL PERÚ
065204;150101;15;9312.0;6;8;175;3.429;FUERZA POPULAR
085554;920202;92;9309.0;1;11;102;0.98;VOTOS EN BLANCO
032670;130101;13;9300.0;4;3;210;1.905;RENOVACIÓN POPULAR
002424;21206;02;9292.0;23;17;111;20.721;JUNTOS POR EL PERÚ
001279;20102;02;9291.0;20;10;178;11.236;VOTOS EN BLANCO
087918;941709;94;9268.0;9;42;193;4.663;VOTOS EN BLANCO
074254;200101;20;9231.0;22;27;211;10.427;PARTIDO POLÍTICO COOPERACIÓN POPULAR
030205;120112;12;9207.0;12;19;226;5.31;FUERZA POPULAR
079500;220101;22;9204.0;7;23;201;3.483;PARTIDO DEL BUEN GOBIERNO
012792;60512;06;9197.0;85;19;135;62.963;JUNTOS POR EL PERÚ
010323;50301;05;9192.0;36;22;165;21.818;VOTOS EN BLANCO
001486;20311;02;9166.0;16;15;105;15.238;VOTOS EN BLANCO
032004;120901;12;9155.0;32;20;239;13.389;FUERZA POPULAR
007434;40121;04;9146.0;21;27;220;9.545;PARTIDO DEL BUEN GOBIERNO
033926;130112;13;9142.0;23;16;213;10.798;FUERZA POPULAR
010011;50112;05;9091.0;69;19;152;45.395;JUNTOS POR EL PERÚ
011641;60101;06;9087.0;41;18;203;20.197;JUNTOS POR EL PERÚ
079342;210907;21;9081.0;37;17;185;20.0;FUERZA POPULAR
020379;90207;09;9048.0;91;8;165;55.152;JUNTOS POR EL PERÚ
021833;100101;10;9048.0;4;10;248;1.613;PARTIDO DEL BUEN GOBIERNO
034006;130112;13;9045.0;15;13;174;8.621;FUERZA POPULAR
023956;100502;10;9037.0;38;19;153;24.837;FUERZA POPULAR
080630;230101;23;9029.0;12;9;179;6.704;FUERZA POPULAR
012836;60514;06;9020.0;39;16;92;42.391;JUNTOS POR EL PERÚ
020319;90202;09;8986.0;23;12;71;32.394;JUNTOS POR EL PERÚ
029575;120110;12;8971.0;16;12;205;7.805;FUERZA POPULAR
034214;130112;13;8965.0;25;15;201;12.438;FUERZA POPULAR
034215;130112;13;8964.0;24;27;206;11.65;FUERZA POPULAR
006375;40106;04;8957.0;46;27;160;28.75;JUNTOS POR EL PERÚ
034336;130112;13;8935.0;22;13;213;10.329;FUERZA POPULAR
034212;130112;13;8922.0;16;17;205;7.805;FUERZA POPULAR
034217;130112;13;8920.0;21;13;186;11.29;FUERZA POPULAR
034222;130112;13;8901.0;26;20;191;13.613;FUERZA POPULAR
021278;90803;09;8898.0;20;18;111;18.018;FUERZA POPULAR
034337;130112;13;8898.0;31;17;210;14.762;FUERZA POPULAR
034218;130112;13;8897.0;27;20;196;13.776;FUERZA POPULAR
006344;40106;04;8879.0;46;42;189;24.339;JUNTOS POR EL PERÚ
031762;120806;12;8862.0;6;6;190;3.158;FUERZA POPULAR
034334;130112;13;8861.0;21;19;203;10.345;FUERZA POPULAR
034323;130112;13;8849.0;28;21;217;12.903;FUERZA POPULAR
034325;130112;13;8837.0;23;25;201;11.443;FUERZA POPULAR
004929;30501;03;8832.0;43;20;106;40.566;VOTOS EN BLANCO
030234;120112;12;8823.0;2;15;200;1.0;FUERZA POPULAR
085897;920601;92;8814.0;0;6;143;0.0;RENOVACIÓN POPULAR
034322;130112;13;8802.0;12;19;193;6.218;FUERZA POPULAR
087837;941706;94;8798.0;2;38;206;0.971;PARTIDO CÍVICO OBRAS
085699;920202;92;8780.0;1;8;93;1.075;VOTOS EN BLANCO
085899;920601;92;8770.0;4;9;158;2.532;RENOVACIÓN POPULAR
029839;120111;12;8707.0;4;9;192;2.083;FUERZA POPULAR
032137;121001;12;8674.0;23;6;137;16.788;VOTOS EN BLANCO
007070;40114;04;8667.0;27;16;229;11.79;PARTIDO DEL BUEN GOBIERNO
038318;140103;14;8654.0;2;7;228;0.877;RENOVACIÓN POPULAR
078716;210611;21;8632.0;11;28;205;5.366;FUERZA POPULAR
086335;921313;92;8626.0;0;2;99;0.0;RENOVACIÓN POPULAR
075535;200601;20;8615.0;60;29;219;27.397;JUNTOS POR EL PERÚ
075348;200501;20;8558.0;77;26;197;39.086;JUNTOS POR EL PERÚ
033449;130102;13;8547.0;37;7;155;23.871;JUNTOS POR EL PERÚ
012788;60512;06;8545.0;89;13;146;60.959;JUNTOS POR EL PERÚ
034342;130112;13;8529.0;30;14;209;14.354;FUERZA POPULAR
004928;30501;03;8527.0;39;29;111;35.135;VOTOS EN BLANCO
086732;921331;92;8498.0;3;11;120;2.5;RENOVACIÓN POPULAR
002422;21206;02;8473.0;15;26;104;14.423;PARTIDO CÍVICO OBRAS
021059;90608;09;8471.0;25;20;193;12.953;FUERZA POPULAR
003696;21309;02;8467.0;5;14;212;2.358;FUERZA POPULAR
001496;20315;02;8452.0;29;16;102;28.431;JUNTOS POR EL PERÚ
038397;140103;14;8448.0;5;18;231;2.165;RENOVACIÓN POPULAR
001727;20501;02;8370.0;13;24;160;8.125;VOTOS EN BLANCO
019697;90101;09;8370.0;28;20;215;13.023;FUERZA POPULAR
034127;130112;13;8347.0;19;10;191;9.948;FUERZA POPULAR
004930;30501;03;8342.0;41;27;113;36.283;JUNTOS POR EL PERÚ
007522;40123;04;8329.0;9;5;217;4.147;RENOVACIÓN POPULAR
033503;130103;13;8314.0;4;6;207;1.932;FUERZA POPULAR
001490;20311;02;8306.0;13;33;149;8.725;PARTIDO CÍVICO OBRAS
021284;90803;09;8304.0;29;11;115;25.217;FUERZA POPULAR
032544;121202;12;8283.0;42;27;160;26.25;VOTOS EN BLANCO
085900;920601;92;8272.0;1;5;167;0.599;RENOVACIÓN POPULAR
004917;30501;03;8264.0;32;15;96;33.333;VOTOS EN BLANCO
001395;20108;02;8256.0;36;22;164;21.951;JUNTOS POR EL PERÚ
059806;140141;14;8240.0;6;24;220;2.727;FUERZA POPULAR
002421;21206;02;8231.0;13;17;102;12.745;FUERZA POPULAR
004926;30501;03;8227.0;31;32;110;28.182;VOTOS EN BLANCO
070062;190103;19;8205.0;15;21;222;6.757;FUERZA POPULAR
086272;921303;92;8202.0;4;5;103;3.883;RENOVACIÓN POPULAR
044669;140113;14;8199.0;11;11;228;4.825;FUERZA POPULAR
001495;20315;02;8196.0;49;12;112;43.75;JUNTOS POR EL PERÚ
087864;941706;94;8156.0;2;47;210;0.952;PARTIDO CÍVICO OBRAS
020030;90110;09;8146.0;16;20;203;7.882;PARTIDO DEL BUEN GOBIERNO
001494;20315;02;8111.0;27;21;93;29.032;JUNTOS POR EL PERÚ
020223;90111;09;8102.0;28;17;208;13.462;AHORA NACIÓN - AN
065200;150101;15;8064.0;3;9;160;1.875;FUERZA POPULAR
020356;90205;09;8047.0;62;15;158;39.241;JUNTOS POR EL PERÚ
086766;921331;92;8039.0;1;4;88;1.136;RENOVACIÓN POPULAR
008098;40128;04;7995.0;15;18;215;6.977;PARTIDO DEL BUEN GOBIERNO
004922;30501;03;7990.0;38;19;98;38.776;JUNTOS POR EL PERÚ
021813;100101;10;7984.0;5;14;199;2.513;RENOVACIÓN POPULAR
084694;250102;25;7972.0;16;13;151;10.596;FUERZA POPULAR
019845;90106;09;7928.0;50;18;168;29.762;JUNTOS POR EL PERÚ
001151;20101;02;7907.0;12;25;180;6.667;AHORA NACIÓN - AN
004504;30301;03;7906.0;62;43;219;28.311;JUNTOS POR EL PERÚ
028671;120102;12;7846.0;17;14;199;8.543;FUERZA POPULAR
004927;30501;03;7814.0;43;18;118;36.441;VOTOS EN BLANCO
085902;920601;92;7812.0;1;2;138;0.725;RENOVACIÓN POPULAR
004919;30501;03;7794.0;31;16;81;38.272;VOTOS EN BLANCO
034060;130112;13;7788.0;24;21;199;12.06;FUERZA POPULAR
020000;90110;09;7773.0;22;39;203;10.837;PARTIDO CÍVICO OBRAS
079567;220101;22;7759.0;9;45;217;4.147;PARTIDO CÍVICO OBRAS
031893;120901;12;7737.0;25;14;186;13.441;FUERZA POPULAR
085901;920601;92;7711.0;1;6;140;0.714;RENOVACIÓN POPULAR
072998;190601;19;7667.0;5;4;179;2.793;FUERZA POPULAR
019727;90102;09;7651.0;30;13;114;26.316;VOTOS EN BLANCO
087205;940201;94;7636.0;3;17;182;1.648;PARTIDO DEL BUEN GOBIERNO
059255;140140;14;7613.0;2;7;170;1.176;RENOVACIÓN POPULAR
020578;90405;09;7573.0;23;14;68;33.824;VOTOS EN BLANCO
059254;140140;14;7567.0;1;9;164;0.61;RENOVACIÓN POPULAR
080525;230101;23;7443.0;3;8;183;1.639;FUERZA POPULAR
003472;21309;02;7427.0;8;8;124;6.452;FUERZA POPULAR
085639;920202;92;7423.0;4;15;110;3.636;VOTOS EN BLANCO
031739;120806;12;7420.0;14;9;198;7.071;FUERZA POPULAR
042626;140109;14;7403.0;1;9;236;0.424;RENOVACIÓN POPULAR
033921;130112;13;7363.0;23;11;210;10.952;FUERZA POPULAR
042402;140108;14;7344.0;7;26;206;3.398;FUERZA POPULAR
033148;130101;13;7334.0;15;6;203;7.389;FUERZA POPULAR
069069;180305;18;7332.0;11;15;152;7.237;FUERZA POPULAR
